0,1,2,3,4
0.0,0.0,0.00583340593058157,0.22819935364712046,0.0054544356100958424
0.005332421859355563,0.003642035120500431,0.007684839153466072,0.2237891256457322,0.006197546428424516
0.006647518860784629,0.004405064550510929,0.007800827455421988,0.21905922702460692,0.004372033268292164
0.004504948762604322,0.004892689893950752,0.006309848154380404,0.23218277182772207,0.010620539794561346
0.010001858452360679,0.013061760754277785,0.01269250663795951,0.2424142885769414,0.023853869335487055
0.023361916204977184,0.021471712910171803,0.025199468973802652,0.22845166330529396,0.02358119372494727
0.02377201946687535,0.022842445152058133,0.026478916887446857,0.24108979439257977,0.03135754830775195
0.030746070734948283,0.0274236049910348,0.03120762075105965,0.22574162250511315,0.02690173229442916
0.028287725916831263,0.02584575675623313,0.030925080538039218,0.23345407651260064,0.03112342986379879
0.030692598236141677,0.027159729254570664,0.03476525748055792,0.23493591150837018,0.03323383793518975
0.03335953055748231,0.03013592692640632,0.036126745127342375,0.23006570409625304,0.031917931000092103
0.03176070021034061,0.03093014308571007,0.03543731869068445,0.24262997581661386,0.0368473564062306
0.03657934376801286,0.03363417415543335,0.015506692955586487,0.23306354035734844,0.0
0.002331827464218783,0.02859753553344202,0.0,0.3292139979090066,0.05024388103039179
0.04821978809346383,0.05561833312322584,0.04425906508938038,0.35537491042794883,0.06197496585849205
0.062003365939781396,0.06224045712284365,0.06163699195816186,0.3436160090218145,0.06207787765909156
0.06267567664142071,0.061106299907132566,0.06310966037536847,0.3193933769544328,0.06296805555275053
0.0633634051152443,0.061714677194938616,0.06701632389407042,0.3366734408589519,0.07184450921472507
0.07190970581721778,0.07057326479730897,0.07597405475609342,0.34167772857025386,0.08236926732018368
0.08247690364544358,0.07896028995989912,0.08669729610162413,0.36306929646293185,0.08914551227555734
0.08889589405244003,0.08459821349589092,0.09374717656578735,0.36173012087821727,0.09247084622540047
0.0924800469121525,0.0871338434910145,0.08677394717304665,0.3209909899326888,0.07319732588814709
0.07400135724838997,0.07068717340513597,0.03937534739037929,0.218215137382969,0.018559344445272963
0.02175175421653197,0.031140423927213057,0.01518023514957445,0.25263429934098464,0.04142148819907554
